work_order,asset_id,equipment_tag,description,priority,status,created_date,due_date,completed_date,technician,plant_unit,system,maintenance_type,cost_estimate,parts_required,downtime_hours,failure_mode
WO-2025-000549,OT1133,CDU-383H,Pump impeller inspection,Medium,Completed,2025-09-13,2025-10-10,2025-09-17,Tech_39,CDU,Instrumentation,Shutdown,49170,Yes,4,Corrosion
WO-2025-000550,OT1292,UTILITIES-1013O,Electrical panel inspection,Medium,On_Hold,2025-09-17,2025-10-13,,Tech_38,UTILITIES,Instrumentation,Corrective,37839,Yes,4,Fatigue
WO-2025-000551,OT1726,HDS-938S,Compressor overhaul,Medium,Open,2025-09-12,2025-09-30,,Tech_18,HDS,Safety_Systems,Emergency,46311,Yes,47,Electrical_Fault
WO-2025-000552,OT0951,ALKYL-247S,Piping integrity check,Critical,On_Hold,2025-09-11,2025-09-25,,Tech_27,ALKYL,Piping,Emergency,32600,No,29,Bearing_Failure
WO-2025-000553,OT2053,TANK_FARM-494D,Replace mechanical seal,Low,In_Progress,2025-09-08,2025-10-20,,Tech_13,TANK_FARM,Civil_Structural,Predictive,24566,Yes,44,Electrical_Fault
WO-2025-000554,OT1724,CCR-647P,Control valve maintenance,Medium,On_Hold,2025-08-25,2025-09-23,,Tech_32,CCR,Rotating_Equipment,Preventive,10527,No,32,Vibration
WO-2025-000555,OT1239,UTILITIES-206V,Motor bearing replacement,Low,Cancelled,2025-08-28,2025-09-29,,Tech_49,UTILITIES,Rotating_Equipment,Corrective,47708,No,29,Electrical_Fault
WO-2025-000556,OT0100,TANK_FARM-829O,Piping integrity check,Low,In_Progress,2025-09-22,2025-09-28,,Tech_39,TANK_FARM,Rotating_Equipment,Shutdown,6077,Yes,28,Bearing_Failure
WO-2025-000557,OT1641,FCC-609K,Safety valve testing,High,In_Progress,2025-08-31,2025-11-01,,Tech_50,FCC,Piping,Corrective,21621,No,12,Calibration_Drift
WO-2025-000558,OT0002,FCC-729M,Pump impeller inspection,Medium,On_Hold,2025-09-17,2025-10-14,,Tech_23,FCC,Safety_Systems,Inspection,7904,No,42,Corrosion
WO-2025-000559,OT2497,ALKYL-975B,Analyzer calibration,Low,On_Hold,2025-08-29,2025-11-13,,Tech_30,ALKYL,Electrical,Emergency,47779,Yes,44,Corrosion
WO-2025-000560,OT1516,TANK_FARM-951E,Motor bearing replacement,Low,In_Progress,2025-08-28,2025-10-12,,Tech_37,TANK_FARM,Electrical,Corrective,14665,No,10,Electrical_Fault
WO-2025-000561,OT2051,ALKYL-1035A,Piping integrity check,High,Cancelled,2025-09-16,2025-10-18,,Tech_9,ALKYL,Instrumentation,Emergency,24054,No,3,Wear
WO-2025-000562,OT1023,CDU-656M,Pump impeller inspection,Critical,Completed,2025-09-19,2025-11-02,2025-09-18,Tech_18,CDU,Piping,Emergency,10305,No,7,Overheating
WO-2025-000563,OT0377,ALKYL-185R,Replace mechanical seal,Critical,On_Hold,2025-09-22,2025-11-18,,Tech_32,ALKYL,Safety_Systems,Predictive,48223,No,22,Vibration
WO-2025-000564,OT1993,HDS-769W,Safety valve testing,Medium,Open,2025-08-28,2025-11-10,,Tech_42,HDS,Electrical,Corrective,10784,No,26,Calibration_Drift
WO-2025-000565,OT0318,CCR-626X,Replace mechanical seal,Medium,Cancelled,2025-09-12,2025-09-26,,Tech_45,CCR,Static_Equipment,Corrective,15832,No,10,Vibration
WO-2025-000566,OT1654,CDU-523Q,Calibrate pressure transmitter,Critical,On_Hold,2025-08-31,2025-11-20,,Tech_39,CDU,Piping,Inspection,1878,No,46,Electrical_Fault
WO-2025-000567,OT2339,UTILITIES-144R,Calibrate pressure transmitter,High,In_Progress,2025-09-22,2025-09-28,,Tech_37,UTILITIES,Piping,Emergency,46222,No,39,Overheating
WO-2025-000568,OT1861,FCC-981H,Calibrate pressure transmitter,Low,In_Progress,2025-09-16,2025-09-27,,Tech_35,FCC,Electrical,Corrective,6323,No,38,Wear
WO-2025-000569,OT1752,CDU-1065V,Safety valve testing,Low,Open,2025-09-05,2025-10-18,,Tech_8,CDU,Safety_Systems,Shutdown,18356,Yes,42,Overheating
WO-2025-000570,OT1397,FCC-435P,Heat exchanger cleaning,Critical,Cancelled,2025-09-23,2025-09-27,,Tech_25,FCC,Civil_Structural,Shutdown,44211,Yes,44,Corrosion
WO-2025-000571,OT0976,HDS-556M,Compressor overhaul,Low,Open,2025-09-02,2025-09-27,,Tech_48,HDS,Rotating_Equipment,Inspection,17754,No,8,Electrical_Fault
WO-2025-000572,OT2338,ALKYL-184H,Piping integrity check,Low,Open,2025-08-25,2025-09-27,,Tech_47,ALKYL,Rotating_Equipment,Inspection,23213,Yes,34,Wear
WO-2025-000573,OT0195,FCC-647N,Valve actuator repair,High,On_Hold,2025-09-07,2025-10-13,,Tech_33,FCC,Civil_Structural,Inspection,5423,Yes,7,Corrosion
WO-2025-000574,OT1139,FCC-642U,Compressor overhaul,Low,Completed,2025-09-11,2025-11-20,2025-09-19,Tech_6,FCC,Piping,Preventive,28435,Yes,32,Calibration_Drift
WO-2025-000575,OT0061,UTILITIES-332J,Motor bearing replacement,Critical,Open,2025-09-10,2025-10-26,,Tech_24,UTILITIES,Civil_Structural,Emergency,28749,No,28,Electrical_Fault
WO-2025-000576,OT1760,TANK_FARM-335V,Replace mechanical seal,High,On_Hold,2025-09-06,2025-10-12,,Tech_9,TANK_FARM,Piping,Predictive,14036,Yes,28,Electrical_Fault
WO-2025-000577,OT1043,HDS-1095H,Piping integrity check,Critical,Completed,2025-09-17,2025-11-20,2025-09-22,Tech_38,HDS,Piping,Predictive,30846,No,44,Corrosion
WO-2025-000578,OT0470,UTILITIES-320L,Replace mechanical seal,Low,On_Hold,2025-09-23,2025-11-08,,Tech_30,UTILITIES,Static_Equipment,Preventive,36902,No,27,Vibration
WO-2025-000579,OT0732,ALKYL-788H,Electrical panel inspection,Medium,Open,2025-08-31,2025-10-20,,Tech_42,ALKYL,Piping,Predictive,27434,No,21,Overheating
WO-2025-000580,OT0058,UTILITIES-608K,Valve actuator repair,High,Completed,2025-09-03,2025-10-30,2025-09-18,Tech_36,UTILITIES,Instrumentation,Predictive,32578,Yes,37,Seal_Failure
WO-2025-000581,OT0031,ALKYL-1056J,Compressor overhaul,Low,On_Hold,2025-09-10,2025-10-08,,Tech_31,ALKYL,Safety_Systems,Corrective,9232,No,6,Seal_Failure
WO-2025-000582,OT0459,FCC-592R,Control valve maintenance,Low,Open,2025-09-09,2025-10-17,,Tech_2,FCC,Instrumentation,Inspection,15121,No,44,Overheating
WO-2025-000583,OT1802,HDS-577Z,Motor bearing replacement,Low,Cancelled,2025-09-06,2025-09-27,,Tech_39,HDS,Safety_Systems,Emergency,5080,Yes,2,Fatigue
WO-2025-000584,OT0847,CCR-855J,Compressor overhaul,Critical,Cancelled,2025-08-28,2025-10-09,,Tech_37,CCR,Rotating_Equipment,Emergency,17495,No,42,Seal_Failure
WO-2025-000585,OT1219,ALKYL-655O,Control valve maintenance,Medium,On_Hold,2025-08-25,2025-09-24,,Tech_19,ALKYL,Static_Equipment,Emergency,16834,Yes,25,Electrical_Fault
WO-2025-000586,OT1642,UTILITIES-1082A,Motor bearing replacement,Medium,Cancelled,2025-09-03,2025-10-01,,Tech_32,UTILITIES,Static_Equipment,Preventive,49008,No,5,Electrical_Fault
WO-2025-000587,OT0601,FCC-1002R,Motor bearing replacement,Critical,Open,2025-09-15,2025-11-04,,Tech_27,FCC,Rotating_Equipment,Inspection,29218,No,5,Fatigue
WO-2025-000588,OT1773,UTILITIES-106T,Control valve maintenance,Medium,In_Progress,2025-09-21,2025-11-10,,Tech_24,UTILITIES,Static_Equipment,Inspection,10936,No,46,Fatigue
WO-2025-000589,OT1946,TANK_FARM-801X,Control valve maintenance,High,Cancelled,2025-08-26,2025-10-08,,Tech_5,TANK_FARM,Rotating_Equipment,Shutdown,24293,No,44,Vibration
WO-2025-000590,OT0835,UTILITIES-686G,Analyzer calibration,Critical,In_Progress,2025-08-24,2025-10-12,,Tech_17,UTILITIES,Static_Equipment,Emergency,7948,No,39,Overheating
WO-2025-000591,OT1336,HDS-748B,Motor bearing replacement,Critical,On_Hold,2025-09-22,2025-10-29,,Tech_20,HDS,Safety_Systems,Predictive,27903,Yes,20,Vibration
WO-2025-000592,OT0934,CCR-470U,Control valve maintenance,Medium,Open,2025-08-29,2025-10-03,,Tech_31,CCR,Instrumentation,Preventive,10478,Yes,24,Overheating
WO-2025-000593,OT1145,FCC-174K,Motor bearing replacement,Medium,Open,2025-09-09,2025-10-26,,Tech_35,FCC,Piping,Inspection,49174,No,37,Bearing_Failure
WO-2025-000594,OT0098,CCR-1097O,Calibrate pressure transmitter,Critical,Completed,2025-08-28,2025-11-22,2025-09-23,Tech_43,CCR,Civil_Structural,Emergency,28575,No,35,Seal_Failure
WO-2025-000595,OT1731,ALKYL-690A,Compressor overhaul,Low,Completed,2025-09-13,2025-10-05,2025-09-20,Tech_47,ALKYL,Electrical,Inspection,16857,Yes,26,Corrosion
WO-2025-000596,OT0150,HDS-1017H,Calibrate pressure transmitter,High,Open,2025-08-27,2025-10-19,,Tech_34,HDS,Instrumentation,Emergency,20107,Yes,30,Seal_Failure
WO-2025-000597,OT0554,HDS-1075M,Motor bearing replacement,Low,Open,2025-09-11,2025-10-31,,Tech_6,HDS,Rotating_Equipment,Emergency,10654,Yes,10,Vibration
WO-2025-000598,OT1677,CCR-746P,Valve actuator repair,Critical,Open,2025-08-31,2025-11-18,,Tech_16,CCR,Safety_Systems,Inspection,4852,Yes,29,Fatigue
WO-2025-000599,OT1260,UTILITIES-659T,Motor bearing replacement,Critical,Completed,2025-09-11,2025-11-02,2025-09-19,Tech_28,UTILITIES,Rotating_Equipment,Predictive,19911,No,1,Bearing_Failure
WO-2025-000600,OT1284,TANK_FARM-238K,Motor bearing replacement,High,On_Hold,2025-09-19,2025-11-07,,Tech_30,TANK_FARM,Static_Equipment,Corrective,23189,No,40,Overheating
WO-2025-000601,OT0995,CCR-650P,Valve actuator repair,Critical,Completed,2025-09-12,2025-10-14,2025-09-17,Tech_15,CCR,Instrumentation,Preventive,24309,Yes,32,Fatigue
WO-2025-000602,OT0580,TANK_FARM-391P,Compressor overhaul,Medium,On_Hold,2025-09-17,2025-10-07,,Tech_32,TANK_FARM,Civil_Structural,Inspection,32045,Yes,30,Vibration
WO-2025-000603,OT0279,CDU-498A,Electrical panel inspection,Low,On_Hold,2025-08-27,2025-09-28,,Tech_46,CDU,Civil_Structural,Corrective,24238,No,39,Corrosion
WO-2025-000604,OT0296,CCR-205F,Motor bearing replacement,High,Cancelled,2025-09-18,2025-10-06,,Tech_25,CCR,Civil_Structural,Corrective,39222,Yes,5,Electrical_Fault
WO-2025-000605,OT2287,CDU-413C,Pump impeller inspection,High,On_Hold,2025-09-16,2025-10-15,,Tech_16,CDU,Rotating_Equipment,Inspection,42231,Yes,19,Corrosion
WO-2025-000606,OT1891,CCR-256P,Pump impeller inspection,Medium,Completed,2025-09-11,2025-10-21,2025-09-22,Tech_23,CCR,Safety_Systems,Preventive,45862,Yes,44,Seal_Failure
WO-2025-000607,OT2023,CCR-844L,Heat exchanger cleaning,Critical,In_Progress,2025-09-18,2025-10-08,,Tech_2,CCR,Rotating_Equipment,Preventive,46025,No,22,Bearing_Failure
WO-2025-000608,OT1069,TANK_FARM-612J,Calibrate pressure transmitter,High,Completed,2025-09-19,2025-10-18,2025-09-19,Tech_6,TANK_FARM,Electrical,Emergency,11975,No,7,Calibration_Drift
WO-2025-000609,OT2486,TANK_FARM-852B,Analyzer calibration,Critical,Cancelled,2025-08-30,2025-10-03,,Tech_16,TANK_FARM,Safety_Systems,Inspection,50010,No,37,Overheating
WO-2025-000610,OT2119,HDS-768O,Control valve maintenance,High,Completed,2025-08-30,2025-10-23,2025-09-19,Tech_25,HDS,Instrumentation,Predictive,4452,No,19,Vibration
WO-2025-000611,OT2221,CDU-995B,Pump impeller inspection,Critical,In_Progress,2025-09-14,2025-10-24,,Tech_15,CDU,Rotating_Equipment,Preventive,23048,No,37,Electrical_Fault
WO-2025-000612,OT1743,ALKYL-316X,Heat exchanger cleaning,Medium,Cancelled,2025-09-08,2025-09-30,,Tech_20,ALKYL,Piping,Predictive,16080,No,31,Electrical_Fault
WO-2025-000613,OT1176,FCC-1006L,Control valve maintenance,Low,Cancelled,2025-09-01,2025-10-17,,Tech_46,FCC,Electrical,Predictive,37766,No,29,Calibration_Drift
WO-2025-000614,OT2178,FCC-766B,Motor bearing replacement,Low,On_Hold,2025-08-27,2025-10-05,,Tech_25,FCC,Civil_Structural,Inspection,50609,Yes,29,Calibration_Drift
WO-2025-000615,OT1383,HDS-915K,Piping integrity check,Medium,On_Hold,2025-09-22,2025-10-01,,Tech_49,HDS,Civil_Structural,Preventive,23550,No,1,Calibration_Drift
WO-2025-000616,OT1351,CDU-208O,Pump impeller inspection,Critical,Open,2025-08-27,2025-10-25,,Tech_42,CDU,Electrical,Inspection,26798,No,33,Overheating
WO-2025-000617,OT0733,HDS-803N,Valve actuator repair,Low,In_Progress,2025-09-02,2025-10-31,,Tech_12,HDS,Safety_Systems,Shutdown,36511,No,31,Seal_Failure
WO-2025-000618,OT0376,FCC-1015Z,Analyzer calibration,Medium,Completed,2025-09-19,2025-10-02,2025-09-22,Tech_9,FCC,Safety_Systems,Predictive,44744,Yes,21,Seal_Failure
WO-2025-000619,OT1636,HDS-1057K,Motor bearing replacement,Low,In_Progress,2025-09-05,2025-11-06,,Tech_4,HDS,Instrumentation,Shutdown,47554,No,11,Corrosion
WO-2025-000620,OT2147,UTILITIES-881E,Motor bearing replacement,Medium,Cancelled,2025-08-28,2025-11-22,,Tech_9,UTILITIES,Rotating_Equipment,Shutdown,48980,Yes,11,Bearing_Failure
WO-2025-000621,OT1344,ALKYL-413U,Piping integrity check,Medium,Completed,2025-09-07,2025-10-11,2025-09-22,Tech_14,ALKYL,Static_Equipment,Emergency,22990,Yes,11,Overheating
WO-2025-000622,OT2118,ALKYL-694J,Motor bearing replacement,Critical,On_Hold,2025-08-28,2025-11-02,,Tech_33,ALKYL,Piping,Emergency,6931,No,31,Vibration
WO-2025-000623,OT2425,CCR-626V,Pump impeller inspection,Low,Completed,2025-08-26,2025-10-15,2025-09-22,Tech_49,CCR,Safety_Systems,Inspection,8994,No,9,Electrical_Fault
WO-2025-000624,OT1409,UTILITIES-424P,Control valve maintenance,Low,On_Hold,2025-09-07,2025-09-29,,Tech_3,UTILITIES,Piping,Corrective,34134,No,31,Seal_Failure
WO-2025-000625,OT0468,UTILITIES-559G,Heat exchanger cleaning,High,In_Progress,2025-09-04,2025-10-14,,Tech_11,UTILITIES,Electrical,Shutdown,8455,No,14,Overheating
WO-2025-000626,OT1265,UTILITIES-726N,Motor bearing replacement,High,Open,2025-08-28,2025-10-03,,Tech_3,UTILITIES,Static_Equipment,Shutdown,14306,No,21,Fatigue
WO-2025-000627,OT0302,UTILITIES-167A,Calibrate pressure transmitter,Low,Cancelled,2025-09-23,2025-09-26,,Tech_10,UTILITIES,Static_Equipment,Inspection,45620,No,29,Electrical_Fault
WO-2025-000628,OT1450,ALKYL-980K,Compressor overhaul,High,Cancelled,2025-08-25,2025-11-09,,Tech_42,ALKYL,Instrumentation,Corrective,45009,No,39,Fatigue
WO-2025-000629,OT1936,UTILITIES-590O,Electrical panel inspection,Critical,Cancelled,2025-08-29,2025-11-07,,Tech_38,UTILITIES,Piping,Predictive,5879,No,43,Bearing_Failure
WO-2025-000630,OT0132,CDU-780X,Valve actuator repair,Medium,Completed,2025-09-01,2025-11-06,2025-09-16,Tech_21,CDU,Piping,Predictive,50552,No,38,Seal_Failure
WO-2025-000631,OT2079,HDS-566C,Electrical panel inspection,Medium,Open,2025-09-07,2025-10-17,,Tech_10,HDS,Electrical,Preventive,15623,Yes,41,Fatigue
WO-2025-000632,OT2074,TANK_FARM-584F,Electrical panel inspection,Medium,Completed,2025-09-07,2025-11-17,2025-09-22,Tech_15,TANK_FARM,Rotating_Equipment,Shutdown,28431,No,5,Overheating
WO-2025-000633,OT0298,HDS-604S,Motor bearing replacement,Low,In_Progress,2025-08-25,2025-11-08,,Tech_11,HDS,Electrical,Inspection,3392,Yes,39,Fatigue
WO-2025-000634,OT0176,HDS-424Z,Piping integrity check,High,Open,2025-09-16,2025-11-05,,Tech_29,HDS,Civil_Structural,Preventive,5423,Yes,9,Vibration
WO-2025-000635,OT2407,FCC-772I,Electrical panel inspection,High,Open,2025-08-25,2025-11-04,,Tech_45,FCC,Rotating_Equipment,Shutdown,33665,No,0,Bearing_Failure
WO-2025-000636,OT0298,ALKYL-369S,Control valve maintenance,Low,Open,2025-09-15,2025-11-14,,Tech_6,ALKYL,Civil_Structural,Preventive,50623,No,46,Vibration
WO-2025-000637,OT1113,UTILITIES-948S,Control valve maintenance,Low,Cancelled,2025-08-29,2025-10-21,,Tech_37,UTILITIES,Safety_Systems,Inspection,31040,No,40,Overheating
WO-2025-000638,OT1832,CDU-519G,Replace mechanical seal,High,On_Hold,2025-08-31,2025-10-03,,Tech_17,CDU,Static_Equipment,Predictive,17557,No,25,Bearing_Failure
WO-2025-000639,OT0098,FCC-721O,Pump impeller inspection,Critical,Completed,2025-09-10,2025-11-11,2025-09-19,Tech_22,FCC,Civil_Structural,Emergency,15175,No,31,Fatigue
WO-2025-000640,OT1077,CDU-923S,Control valve maintenance,High,Completed,2025-09-16,2025-10-30,2025-09-22,Tech_3,CDU,Safety_Systems,Preventive,43335,Yes,40,Seal_Failure
WO-2025-000641,OT1664,UTILITIES-221N,Piping integrity check,High,In_Progress,2025-09-19,2025-10-15,,Tech_26,UTILITIES,Electrical,Inspection,31515,Yes,4,Vibration
WO-2025-000642,OT0671,CCR-848Y,Electrical panel inspection,Low,Cancelled,2025-08-27,2025-11-01,,Tech_38,CCR,Civil_Structural,Inspection,25146,Yes,18,Calibration_Drift
WO-2025-000643,OT1792,TANK_FARM-899L,Compressor overhaul,Low,Completed,2025-08-27,2025-10-03,2025-09-22,Tech_42,TANK_FARM,Civil_Structural,Preventive,45675,Yes,20,Vibration
WO-2025-000644,OT1931,FCC-770Q,Replace mechanical seal,High,In_Progress,2025-09-08,2025-09-26,,Tech_48,FCC,Instrumentation,Shutdown,24831,No,6,Calibration_Drift
WO-2025-000645,OT0250,CDU-1090F,Valve actuator repair,Critical,In_Progress,2025-09-20,2025-09-25,,Tech_40,CDU,Civil_Structural,Shutdown,15120,Yes,19,Bearing_Failure
WO-2025-000646,OT0809,FCC-765L,Replace mechanical seal,High,On_Hold,2025-09-07,2025-11-09,,Tech_39,FCC,Safety_Systems,Emergency,39474,No,13,Wear
WO-2025-000647,OT0642,CCR-426K,Calibrate pressure transmitter,Low,Open,2025-09-13,2025-10-13,,Tech_34,CCR,Civil_Structural,Corrective,39314,No,12,Seal_Failure
WO-2025-000648,OT1736,FCC-576G,Pump impeller inspection,Medium,Open,2025-09-18,2025-10-31,,Tech_7,FCC,Static_Equipment,Emergency,19318,No,31,Corrosion
WO-2025-000649,OT0656,FCC-997X,Piping integrity check,Critical,Cancelled,2025-09-11,2025-10-14,,Tech_29,FCC,Static_Equipment,Preventive,25292,Yes,18,Overheating
WO-2025-000650,OT1209,ALKYL-704U,Control valve maintenance,High,Cancelled,2025-09-06,2025-10-11,,Tech_6,ALKYL,Safety_Systems,Emergency,18358,No,36,Wear
WO-2025-000651,OT0190,CCR-546G,Pump impeller inspection,Critical,Open,2025-08-28,2025-11-14,,Tech_25,CCR,Electrical,Preventive,30883,Yes,28,Bearing_Failure
WO-2025-000652,OT0627,UTILITIES-1049W,Pump impeller inspection,High,Cancelled,2025-09-22,2025-09-24,,Tech_44,UTILITIES,Instrumentation,Inspection,31652,Yes,32,Fatigue
WO-2025-000653,OT0820,ALKYL-858D,Pump impeller inspection,Medium,Open,2025-09-03,2025-09-24,,Tech_11,ALKYL,Rotating_Equipment,Emergency,41734,No,1,Wear
WO-2025-000654,OT0170,TANK_FARM-919Y,Replace mechanical seal,High,On_Hold,2025-09-01,2025-10-22,,Tech_8,TANK_FARM,Rotating_Equipment,Corrective,17585,No,15,Electrical_Fault
WO-2025-000655,OT0738,UTILITIES-733Z,Valve actuator repair,Critical,Cancelled,2025-09-12,2025-11-04,,Tech_48,UTILITIES,Electrical,Corrective,30774,Yes,19,Electrical_Fault
WO-2025-000656,OT1828,UTILITIES-783I,Compressor overhaul,Low,Open,2025-09-19,2025-10-19,,Tech_32,UTILITIES,Static_Equipment,Preventive,38216,No,30,Vibration
WO-2025-000657,OT1398,FCC-625J,Control valve maintenance,High,Open,2025-09-15,2025-10-21,,Tech_15,FCC,Static_Equipment,Inspection,24876,No,6,Calibration_Drift
WO-2025-000658,OT1063,ALKYL-948W,Calibrate pressure transmitter,Medium,On_Hold,2025-08-28,2025-11-10,,Tech_17,ALKYL,Static_Equipment,Shutdown,28026,No,15,Corrosion
WO-2025-000659,OT2083,HDS-370S,Motor bearing replacement,Medium,In_Progress,2025-09-15,2025-10-13,,Tech_13,HDS,Static_Equipment,Corrective,43677,Yes,15,Overheating
WO-2025-000660,OT1222,TANK_FARM-960H,Calibrate pressure transmitter,Medium,Cancelled,2025-09-20,2025-10-24,,Tech_23,TANK_FARM,Static_Equipment,Inspection,16548,No,34,Vibration
WO-2025-000661,OT0823,CCR-847N,Safety valve testing,High,Open,2025-09-16,2025-10-31,,Tech_10,CCR,Safety_Systems,Preventive,36437,No,31,Seal_Failure
WO-2025-000662,OT0060,CDU-472S,Analyzer calibration,High,On_Hold,2025-09-09,2025-09-30,,Tech_4,CDU,Civil_Structural,Shutdown,32195,Yes,42,Vibration
WO-2025-000663,OT1241,ALKYL-721O,Motor bearing replacement,Critical,Completed,2025-08-25,2025-11-06,2025-09-16,Tech_44,ALKYL,Static_Equipment,Shutdown,45937,No,4,Overheating
WO-2025-000664,OT1363,FCC-971T,Electrical panel inspection,High,On_Hold,2025-09-18,2025-10-08,,Tech_39,FCC,Static_Equipment,Inspection,30610,Yes,33,Vibration
WO-2025-000665,OT1095,UTILITIES-892H,Electrical panel inspection,Low,Open,2025-08-26,2025-09-27,,Tech_34,UTILITIES,Safety_Systems,Inspection,39236,Yes,8,Bearing_Failure
WO-2025-000666,OT0567,FCC-696P,Pump impeller inspection,High,Cancelled,2025-09-17,2025-11-21,,Tech_46,FCC,Civil_Structural,Preventive,17192,Yes,44,Overheating
WO-2025-000667,OT1312,HDS-496S,Replace mechanical seal,High,In_Progress,2025-08-27,2025-10-08,,Tech_6,HDS,Rotating_Equipment,Emergency,27380,No,40,Corrosion
WO-2025-000668,OT2024,ALKYL-555N,Control valve maintenance,Medium,Open,2025-08-30,2025-11-19,,Tech_48,ALKYL,Piping,Inspection,35661,No,30,Corrosion
WO-2025-000669,OT1234,FCC-533O,Safety valve testing,Low,In_Progress,2025-09-11,2025-10-14,,Tech_10,FCC,Instrumentation,Preventive,49917,No,21,Overheating
WO-2025-000670,OT2105,ALKYL-1096R,Analyzer calibration,Low,On_Hold,2025-09-22,2025-10-27,,Tech_9,ALKYL,Electrical,Inspection,41396,No,30,Electrical_Fault
WO-2025-000671,OT0031,CDU-665R,Compressor overhaul,Critical,On_Hold,2025-09-01,2025-10-23,,Tech_18,CDU,Piping,Preventive,47232,Yes,43,Wear
WO-2025-000672,OT0090,ALKYL-985U,Motor bearing replacement,Low,On_Hold,2025-08-25,2025-10-22,,Tech_35,ALKYL,Rotating_Equipment,Predictive,8643,No,35,Electrical_Fault
WO-2025-000673,OT1587,UTILITIES-899A,Replace mechanical seal,High,On_Hold,2025-09-14,2025-11-03,,Tech_4,UTILITIES,Safety_Systems,Emergency,41965,No,44,Corrosion
WO-2025-000674,OT1331,ALKYL-247M,Calibrate pressure transmitter,Medium,Open,2025-09-01,2025-10-08,,Tech_43,ALKYL,Civil_Structural,Shutdown,33430,Yes,24,Vibration
WO-2025-000675,OT2193,CCR-279Z,Piping integrity check,Low,Completed,2025-09-14,2025-10-19,2025-09-22,Tech_2,CCR,Safety_Systems,Preventive,18563,No,29,Calibration_Drift
WO-2025-000676,OT1254,HDS-674I,Motor bearing replacement,Medium,Open,2025-08-25,2025-11-10,,Tech_16,HDS,Instrumentation,Emergency,46664,Yes,16,Electrical_Fault
WO-2025-000677,OT0580,CDU-983K,Control valve maintenance,Critical,On_Hold,2025-09-08,2025-10-13,,Tech_15,CDU,Instrumentation,Preventive,1354,No,38,Vibration
WO-2025-000678,OT2426,CCR-177I,Analyzer calibration,Medium,On_Hold,2025-09-23,2025-10-04,,Tech_1,CCR,Safety_Systems,Preventive,27509,No,35,Vibration
WO-2025-000679,OT0786,HDS-699V,Control valve maintenance,Medium,In_Progress,2025-08-30,2025-10-09,,Tech_50,HDS,Safety_Systems,Shutdown,12212,No,26,Vibration
WO-2025-000680,OT1702,CDU-745T,Pump impeller inspection,High,Open,2025-09-06,2025-11-21,,Tech_25,CDU,Instrumentation,Shutdown,18945,No,36,Corrosion
WO-2025-000681,OT1188,CCR-883X,Analyzer calibration,Medium,Cancelled,2025-08-30,2025-09-27,,Tech_28,CCR,Instrumentation,Corrective,45722,No,7,Corrosion
WO-2025-000682,OT0608,ALKYL-1083W,Piping integrity check,Low,On_Hold,2025-09-12,2025-09-29,,Tech_11,ALKYL,Static_Equipment,Emergency,23015,No,5,Overheating
WO-2025-000683,OT1308,CDU-276A,Calibrate pressure transmitter,Medium,On_Hold,2025-09-12,2025-11-14,,Tech_47,CDU,Instrumentation,Corrective,33361,Yes,25,Seal_Failure
